Row ID;OrderProcessingTime;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;IsProfit
1806;3;First Class;GK-14620;Grace Kelly;Corporate;United States;Los Angeles;California;90049;West;TEC-PH-10002200;Technology;Phones;Samsung Galaxy Note 2;2575,944;7;0,2;257,59;TRUE
1807;3;First Class;GK-14620;Grace Kelly;Corporate;United States;Los Angeles;California;90049;West;OFF-PA-10002005;Office Supplies;Paper;Xerox 225;45,36;7;0;21,77;TRUE
1808;3;First Class;GK-14620;Grace Kelly;Corporate;United States;Los Angeles;California;90049;West;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;254,24;7;0;76,27;TRUE
1809;2;First Class;PB-19210;Phillip Breyer;Corporate;United States;Tulsa;Oklahoma;74133;Central;TEC-PH-10004897;Technology;Phones;Mediabridge Sport Armband iPhone 5s;69,93;7;0;0,7;TRUE
1810;6;Standard Class;HK-14890;Heather Kirkland;Corporate;United States;Chicago;Illinois;60610;Central;FUR-FU-10001196;Furniture;Furnishings;DAX Cubicle Frames - 8x10;16,156;7;0,6;-12,12;FALSE
1811;6;Standard Class;HK-14890;Heather Kirkland;Corporate;United States;Chicago;Illinois;60610;Central;OFF-PA-10000595;Office Supplies;Paper;Xerox 1929;54,816;3;0,2;17,82;TRUE
1812;2;Second Class;FO-14305;Frank Olsen;Consumer;United States;Harrisonburg;Virginia;22801;South;FUR-TA-10004534;Furniture;Tables;Bevis 44 x 96 Conference Tables;1441,3;7;0;245,02;TRUE
1813;6;Standard Class;BT-11680;Brian Thompson;Consumer;United States;Newark;Ohio;43055;East;FUR-FU-10001861;Furniture;Furnishings;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;77,6;5;0,2;28,13;TRUE
1814;6;Standard Class;BT-11680;Brian Thompson;Consumer;United States;Newark;Ohio;43055;East;FUR-FU-10000206;Furniture;Furnishings;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;4,656;2;0,2;1,57;TRUE
1815;4;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Los Angeles;California;90045;West;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;170,136;3;0,2;-8,51;FALSE
1816;0;Same Day;LL-16840;Lauren Leatherbury;Consumer;United States;Seattle;Washington;98105;West;OFF-LA-10000443;Office Supplies;Labels;Avery 501;7,38;2;0;3,47;TRUE
1817;0;Same Day;LL-16840;Lauren Leatherbury;Consumer;United States;Seattle;Washington;98105;West;OFF-AR-10004685;Office Supplies;Art;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;9,26;2;0;3,06;TRUE
1818;2;Second Class;MC-17575;Matt Collins;Consumer;United States;Los Angeles;California;90036;West;OFF-LA-10001771;Office Supplies;Labels;Avery 513;9,96;2;0;4,58;TRUE
1819;4;Standard Class;JL-15235;Janet Lee;Consumer;United States;Chicago;Illinois;60623;Central;OFF-AP-10001394;Office Supplies;Appliances;Harmony Air Purifier;75,6;2;0,8;-166,32;FALSE
1820;4;Standard Class;JL-15235;Janet Lee;Consumer;United States;Chicago;Illinois;60623;Central;FUR-FU-10002553;Furniture;Furnishings;Electrix Incandescent Magnifying Lamp, Black;29,32;2;0,6;-24,19;FALSE
1821;4;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Chicago;Illinois;60623;Central;OFF-AP-10004233;Office Supplies;Appliances;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;92,064;6;0,8;-225,56;FALSE
1822;4;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Chicago;Illinois;60623;Central;OFF-FA-10000304;Office Supplies;Fasteners;Advantus Push Pins;6,976;4;0,2;1,83;TRUE
1823;4;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Chicago;Illinois;60623;Central;FUR-CH-10004754;Furniture;Chairs;Global Stack Chair with Arms, Black;62,958;3;0,3;-2,7;FALSE
1824;4;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Chicago;Illinois;60623;Central;OFF-PA-10000809;Office Supplies;Paper;Xerox 206;5,184;1;0,2;1,81;TRUE
1825;6;Standard Class;SA-20830;Sue Ann Reed;Consumer;United States;Redmond;Oregon;97756;West;OFF-BI-10003694;Office Supplies;Binders;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";31,32;10;0,7;-25,06;FALSE
1826;6;Standard Class;SA-20830;Sue Ann Reed;Consumer;United States;Redmond;Oregon;97756;West;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;11,84;4;0,2;3,11;TRUE
1827;6;Standard Class;SA-20830;Sue Ann Reed;Consumer;United States;Redmond;Oregon;97756;West;FUR-FU-10002878;Furniture;Furnishings;"Seth Thomas 14"" Day/Date Wall Clock";22,784;1;0,2;4,84;TRUE
1828;3;Second Class;CH-12070;Cathy Hwang;Home Office;United States;Raleigh;North Carolina;27604;South;TEC-PH-10002624;Technology;Phones;Samsung Galaxy S4 Mini;1127,976;3;0,2;126,9;TRUE
1829;2;Second Class;ND-18460;Neil Ducich;Corporate;United States;Macon;Georgia;31204;South;OFF-PA-10000019;Office Supplies;Paper;Xerox 1931;38,88;6;0;18,66;TRUE
1830;6;Standard Class;BS-11755;Bruce Stewart;Consumer;United States;Cleveland;Ohio;44105;East;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;779,796;2;0,4;-168,96;FALSE
1831;0;Same Day;SL-20155;Sara Luxemburg;Home Office;United States;Muskogee;Oklahoma;74403;Central;TEC-PH-10000895;Technology;Phones;Polycom VVX 310 VoIP phone;1439,92;8;0;374,38;TRUE
1832;0;Same Day;SL-20155;Sara Luxemburg;Home Office;United States;Muskogee;Oklahoma;74403;Central;FUR-TA-10002356;Furniture;Tables;Bevis Boat-Shaped Conference Table;262,11;1;0;62,91;TRUE
1833;4;Standard Class;GB-14530;George Bell;Corporate;United States;Monroe;North Carolina;28110;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;207;3;0,2;25,88;TRUE
1834;6;Standard Class;AS-10045;Aaron Smayling;Corporate;United States;Austin;Texas;78745;Central;TEC-MA-10000488;Technology;Machines;Bady BDG101FRU Card Printer;1439,982;3;0,4;-264;FALSE
1835;6;Standard Class;AS-10045;Aaron Smayling;Corporate;United States;Austin;Texas;78745;Central;OFF-PA-10003729;Office Supplies;Paper;Xerox 1998;36,288;7;0,2;12,7;TRUE
1836;3;First Class;RM-19375;Raymond Messe;Consumer;United States;Meriden;Connecticut;6450;East;OFF-AR-10003056;Office Supplies;Art;Newell 341;21,4;5;0;6,21;TRUE
1837;2;Second Class;NH-18610;Nicole Hansen;Corporate;United States;Roswell;Georgia;30076;South;OFF-AP-10002518;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center;1245,86;7;0;361,3;TRUE
1838;4;Standard Class;BF-10975;Barbara Fisher;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-LA-10000240;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;17,544;3;0,2;5,92;TRUE
1839;4;Standard Class;BF-10975;Barbara Fisher;Corporate;United States;Charlotte;North Carolina;28205;South;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;44,128;4;0,2;12,14;TRUE
1840;4;Standard Class;BF-10975;Barbara Fisher;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-AP-10001005;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;62,92;1;0,2;10,22;TRUE
1841;4;Standard Class;BF-10975;Barbara Fisher;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-PA-10002377;Office Supplies;Paper;Xerox 1916;78,304;2;0,2;29,36;TRUE
1842;5;Standard Class;KH-16330;Katharine Harms;Corporate;United States;Bowling Green;Kentucky;42104;South;FUR-CH-10000988;Furniture;Chairs;Hon Olson Stacker Stools;140,81;1;0;39,43;TRUE
1843;2;Second Class;FA-14230;Frank Atkinson;Corporate;United States;San Antonio;Texas;78207;Central;OFF-LA-10001074;Office Supplies;Labels;Round Specialty Laser Printer Labels;40,096;4;0,2;13,53;TRUE
1844;2;Second Class;FA-14230;Frank Atkinson;Corporate;United States;San Antonio;Texas;78207;Central;FUR-FU-10001986;Furniture;Furnishings;"Dana Fluorescent Magnifying Lamp, White, 36""";40,784;2;0,6;-30,59;FALSE
1845;4;Standard Class;GW-14605;Giulietta Weimer;Consumer;United States;Seattle;Washington;98115;West;TEC-AC-10003027;Technology;Accessories;Imation 8GB Mini TravelDrive USB 2.0 Flash Drive;90,57;3;0;11,77;TRUE
1846;5;Second Class;DA-13450;Dianna Arnett;Home Office;United States;Washington;District of Columbia;20016;East;OFF-PA-10001804;Office Supplies;Paper;Xerox 195;40,08;6;0;19,24;TRUE
1847;5;Second Class;DA-13450;Dianna Arnett;Home Office;United States;Washington;District of Columbia;20016;East;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;37,68;2;0;15,83;TRUE
1848;0;Same Day;FH-14275;Frank Hawley;Corporate;United States;Los Angeles;California;90004;West;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;362,352;3;0,2;27,18;TRUE
1849;0;Same Day;FH-14275;Frank Hawley;Corporate;United States;Los Angeles;California;90004;West;OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;7,184;2;0,2;2,25;TRUE
1850;5;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-ST-10000464;Office Supplies;Storage;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;34,76;1;0;9,73;TRUE
1851;5;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;TEC-AC-10002253;Technology;Accessories;Imation Bio 8GB USB Flash Drive Imation Corp;831,2;5;0;124,68;TRUE
1852;5;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-PA-10000528;Office Supplies;Paper;Xerox 1981;26,4;5;0;11,88;TRUE
1853;5;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-EN-10000483;Office Supplies;Envelopes;White Envelopes, White Envelopes with Clear Poly Window;106,75;7;0;49,11;TRUE
1854;5;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-PA-10003129;Office Supplies;Paper;Tops White Computer Printout Paper;97,82;2;0;45,98;TRUE
1855;5;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;141,4;5;0;38,18;TRUE
1856;4;Standard Class;FM-14215;Filia McAdams;Corporate;United States;Los Angeles;California;90032;West;OFF-AR-10003631;Office Supplies;Art;Staples;14,52;3;0;4,79;TRUE
1857;3;Second Class;AC-10420;Alyssa Crouse;Corporate;United States;Houston;Texas;77041;Central;OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;127,92;5;0,2;-15,99;FALSE
1858;3;Second Class;AC-10420;Alyssa Crouse;Corporate;United States;Houston;Texas;77041;Central;OFF-BI-10002133;Office Supplies;Binders;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";34,24;4;0,8;-53,07;FALSE
1859;2;First Class;JB-15400;Jennifer Braxton;Corporate;United States;Bristol;Connecticut;6010;East;OFF-AP-10002311;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;137,62;2;0;60,55;TRUE
1860;2;First Class;JB-15400;Jennifer Braxton;Corporate;United States;Bristol;Connecticut;6010;East;TEC-PH-10004959;Technology;Phones;Classic Ivory Antique Telephone ZL1810;100,49;1;0;25,12;TRUE
1861;1;First Class;GM-14440;Gary McGarr;Consumer;United States;New York City;New York;10009;East;FUR-BO-10001918;Furniture;Bookcases;Sauder Forest Hills Library with Doors, Woodland Oak Finish;257,568;2;0,2;-28,98;FALSE
1862;1;First Class;GM-14440;Gary McGarr;Consumer;United States;New York City;New York;10009;East;TEC-PH-10004896;Technology;Phones;Nokia Lumia 521 (T-Mobile);119,96;4;0;33,59;TRUE
1863;0;Same Day;RF-19840;Roy Französisch;Consumer;United States;San Antonio;Texas;78207;Central;OFF-ST-10001328;Office Supplies;Storage;Personal Filing Tote with Lid, Black/Gray;49,632;4;0,2;4,96;TRUE
1864;4;Standard Class;NC-18625;Noah Childs;Corporate;United States;Aurora;Colorado;80013;West;FUR-TA-10004575;Furniture;Tables;Hon 5100 Series Wood Tables;727,45;5;0,5;-465,57;FALSE
1865;4;Standard Class;NC-18625;Noah Childs;Corporate;United States;Aurora;Colorado;80013;West;FUR-FU-10001617;Furniture;Furnishings;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";24,96;3;0,2;4,37;TRUE
1866;0;Same Day;NG-18355;Nat Gilpin;Corporate;United States;Newark;Ohio;43055;East;TEC-PH-10002824;Technology;Phones;Jabra SPEAK 410 Multidevice Speakerphone;370,782;3;0,4;-92,7;FALSE
1867;3;First Class;AH-10075;Adam Hart;Corporate;United States;Henderson;Nevada;89015;West;FUR-FU-10004460;Furniture;Furnishings;"Howard Miller 12"" Round Wall Clock";196,45;5;0;70,72;TRUE
1868;6;Standard Class;CH-12070;Cathy Hwang;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10003309;Office Supplies;Paper;Xerox 211;31,104;6;0,2;10,89;TRUE
1869;6;Standard Class;CH-12070;Cathy Hwang;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-ST-10002554;Office Supplies;Storage;Tennsco Industrial Shelving;78,256;2;0,2;-17,61;FALSE
1870;3;Second Class;CC-12145;Charles Crestani;Consumer;United States;Seattle;Washington;98103;West;OFF-PA-10000019;Office Supplies;Paper;Xerox 1931;6,48;1;0;3,11;TRUE
1871;4;Standard Class;ME-18010;Michelle Ellison;Corporate;United States;San Francisco;California;94122;West;OFF-AR-10002067;Office Supplies;Art;Newell 334;99,2;5;0;25,79;TRUE
1872;4;Standard Class;ME-18010;Michelle Ellison;Corporate;United States;San Francisco;California;94122;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;801,568;2;0,2;50,1;TRUE
1873;4;Standard Class;ME-18010;Michelle Ellison;Corporate;United States;San Francisco;California;94122;West;FUR-TA-10004175;Furniture;Tables;"Hon 30"" x 60"" Table with Locking Drawer";272,848;1;0,2;27,28;TRUE
1874;4;Standard Class;BP-11230;Benjamin Patterson;Consumer;United States;Spokane;Washington;99207;West;FUR-TA-10004767;Furniture;Tables;Safco Drafting Table;70,98;1;0;20,58;TRUE
1875;5;Standard Class;MP-17470;Mark Packer;Home Office;United States;Columbus;Ohio;43229;East;OFF-PA-10001685;Office Supplies;Paper;Staples;16,224;2;0,2;5,88;TRUE
1876;6;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Long Beach;New York;11561;East;FUR-BO-10003272;Furniture;Bookcases;O'Sullivan Living Dimensions 5-Shelf Bookcases;176,784;1;0,2;-22,1;FALSE
1877;4;Standard Class;JC-15775;John Castell;Consumer;United States;San Antonio;Texas;78207;Central;TEC-PH-10000984;Technology;Phones;Panasonic KX-TG9471B;470,376;3;0,2;47,04;TRUE
1878;4;Standard Class;JG-15160;James Galang;Consumer;United States;Los Angeles;California;90049;West;FUR-CH-10002880;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;393,568;4;0,2;-44,28;FALSE
1879;4;Standard Class;JG-15160;James Galang;Consumer;United States;Los Angeles;California;90049;West;TEC-PH-10002563;Technology;Phones;Adtran 1202752G1;302,376;3;0,2;22,68;TRUE
1880;5;Standard Class;CK-12760;Cyma Kinney;Corporate;United States;Jacksonville;Florida;32216;South;OFF-BI-10001191;Office Supplies;Binders;Canvas Sectional Post Binders;68,742;9;0,7;-48,12;FALSE
1881;0;Same Day;LF-17185;Luke Foster;Consumer;United States;New York City;New York;10011;East;OFF-EN-10002621;Office Supplies;Envelopes;Staples;29,34;3;0;14,67;TRUE
1882;0;Same Day;LF-17185;Luke Foster;Consumer;United States;New York City;New York;10011;East;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;383,607;7;0,1;63,93;TRUE
1883;0;Same Day;LF-17185;Luke Foster;Consumer;United States;New York City;New York;10011;East;OFF-ST-10000689;Office Supplies;Storage;Fellowes Strictly Business Drawer File, Letter/Legal Size;563,4;4;0;67,61;TRUE
1884;4;Standard Class;CC-12430;Chuck Clark;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10001289;Office Supplies;Paper;White Computer Printout Paper by Universal;217,056;7;0,2;78,68;TRUE
1885;4;Second Class;DL-12865;Dan Lawera;Consumer;United States;Keller;Texas;76248;Central;OFF-LA-10003714;Office Supplies;Labels;Avery 510;6;2;0,2;2,1;TRUE
1886;4;Second Class;PG-18895;Paul Gonzalez;Consumer;United States;San Francisco;California;94122;West;FUR-FU-10001889;Furniture;Furnishings;Ultra Door Pull Handle;31,56;3;0;10,41;TRUE
1887;2;First Class;EH-14005;Erica Hernandez;Home Office;United States;Hialeah;Florida;33012;South;OFF-FA-10002815;Office Supplies;Fasteners;Staples;7,104;2;0,2;2,4;TRUE
1888;2;First Class;EH-14005;Erica Hernandez;Home Office;United States;Hialeah;Florida;33012;South;OFF-BI-10004519;Office Supplies;Binders;GBC DocuBind P100 Manual Binding Machine;398,352;8;0,7;-331,96;FALSE
1889;1;First Class;TB-21520;Tracy Blumstein;Consumer;United States;Fairfield;Ohio;45014;East;OFF-AP-10004708;Office Supplies;Appliances;Fellowes Superior 10 Outlet Split Surge Protector;121,792;4;0,2;13,7;TRUE
1890;1;First Class;TB-21520;Tracy Blumstein;Consumer;United States;Fairfield;Ohio;45014;East;FUR-TA-10000617;Furniture;Tables;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;409,59;3;0,4;-122,88;FALSE
1891;4;Standard Class;DK-13225;Dean Katz;Corporate;United States;Huntington Beach;California;92646;West;OFF-PA-10001204;Office Supplies;Paper;Xerox 1972;10,56;2;0;4,75;TRUE
1892;4;Standard Class;DK-13225;Dean Katz;Corporate;United States;Huntington Beach;California;92646;West;OFF-AR-10003723;Office Supplies;Art;Avery Hi-Liter Fluorescent Desk Style Markers;3,38;1;0;1,25;TRUE
1893;2;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;Port Orange;Florida;32127;South;OFF-EN-10002621;Office Supplies;Envelopes;Staples;7,824;1;0,2;2,93;TRUE
1894;5;Standard Class;CD-11980;Carol Darley;Consumer;United States;Medford;Oregon;97504;West;OFF-PA-10000241;Office Supplies;Paper;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";24,784;1;0,2;7,75;TRUE
1895;3;First Class;AS-10090;Adam Shillingsburg;Consumer;United States;Charlottesville;Virginia;22901;South;OFF-AR-10001446;Office Supplies;Art;Newell 309;34,65;3;0;10,4;TRUE
1896;4;Standard Class;JO-15280;Jas O'Carroll;Consumer;United States;Missoula;Montana;59801;West;OFF-BI-10004632;Office Supplies;Binders;Ibico Hi-Tech Manual Binding System;487,984;2;0,2;152,5;TRUE
1897;3;First Class;AC-10450;Amy Cox;Consumer;United States;Minneapolis;Minnesota;55407;Central;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;1793,98;2;0;843,17;TRUE
1898;4;Second Class;RA-19945;Ryan Akin;Consumer;United States;Miami;Florida;33178;South;OFF-EN-10001749;Office Supplies;Envelopes;Jiffy Padded Mailers with Self-Seal Closure;29,808;2;0,2;10,81;TRUE
1899;4;Second Class;RA-19945;Ryan Akin;Consumer;United States;Miami;Florida;33178;South;OFF-BI-10004390;Office Supplies;Binders;GBC DocuBind 200 Manual Binding Machine;505,176;4;0,7;-336,78;FALSE
1900;4;Second Class;RA-19945;Ryan Akin;Consumer;United States;Miami;Florida;33178;South;FUR-TA-10001857;Furniture;Tables;Balt Solid Wood Rectangular Table;174,0585;3;0,45;-110,76;FALSE
1901;4;Second Class;Co-12640;Corey-Lock;Consumer;United States;Florence;South Carolina;29501;South;OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;191,88;6;0;19,19;TRUE
1902;3;First Class;DW-13480;Dianna Wilson;Home Office;United States;Detroit;Michigan;48205;Central;TEC-PH-10004924;Technology;Phones;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";14,78;2;0;3,99;TRUE
1903;1;First Class;DK-12835;Damala Kotsonis;Corporate;United States;Springfield;Oregon;97477;West;OFF-PA-10003953;Office Supplies;Paper;Xerox 218;5,184;1;0,2;1,81;TRUE
1904;1;First Class;DK-12835;Damala Kotsonis;Corporate;United States;Springfield;Oregon;97477;West;FUR-CH-10000155;Furniture;Chairs;Global Comet Stacking Armless Chair;478,48;2;0,2;47,85;TRUE
1905;1;First Class;DK-12835;Damala Kotsonis;Corporate;United States;Springfield;Oregon;97477;West;TEC-AC-10003116;Technology;Accessories;Memorex Froggy Flash Drive 8 GB;28,4;2;0,2;6,75;TRUE
1906;3;First Class;MD-17860;Michael Dominguez;Corporate;United States;Indianapolis;Indiana;46203;Central;OFF-ST-10002743;Office Supplies;Storage;SAFCO Boltless Steel Shelving;909,12;8;0;9,09;TRUE
1907;4;Standard Class;RP-19855;Roy Phan;Corporate;United States;Apopka;Florida;32712;South;OFF-BI-10001757;Office Supplies;Binders;Pressboard Hanging Data Binders for Unburst Sheets;2,952;2;0,7;-2,16;FALSE
1908;4;Standard Class;RP-19855;Roy Phan;Corporate;United States;Apopka;Florida;32712;South;OFF-BI-10000069;Office Supplies;Binders;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;27,018;6;0,7;-21,61;FALSE
1909;1;First Class;RW-19540;Rick Wilson;Corporate;United States;Los Angeles;California;90008;West;FUR-FU-10004093;Furniture;Furnishings;Hand-Finished Solid Wood Document Frame;136,92;4;0;41,08;TRUE
1910;5;Standard Class;DB-13660;Duane Benoit;Consumer;United States;Oceanside;New York;11572;East;FUR-FU-10001037;Furniture;Furnishings;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;18,96;2;0;8,53;TRUE
1911;7;Standard Class;SC-20770;Stewart Carmichael;Corporate;United States;Los Angeles;California;90008;West;TEC-AC-10003832;Technology;Accessories;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;99,39;3;0;40,75;TRUE
1912;3;Second Class;FH-14275;Frank Hawley;Corporate;United States;Houston;Texas;77041;Central;OFF-PA-10001878;Office Supplies;Paper;Xerox 1891;273,896;7;0,2;92,44;TRUE
1913;3;Second Class;FH-14275;Frank Hawley;Corporate;United States;Houston;Texas;77041;Central;TEC-MA-10003674;Technology;Machines;Hewlett-Packard Deskjet 5550 Printer;597,132;3;0,4;49,76;TRUE
1914;2;First Class;EH-13990;Erica Hackney;Consumer;United States;Roswell;Georgia;30076;South;TEC-AC-10003628;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;149,95;5;0;65,98;TRUE
1915;5;Standard Class;AS-10630;Ann Steele;Home Office;United States;Boynton Beach;Florida;33437;South;OFF-LA-10003190;Office Supplies;Labels;Avery 474;4,608;2;0,2;1,67;TRUE
1916;5;Standard Class;AS-10630;Ann Steele;Home Office;United States;Boynton Beach;Florida;33437;South;OFF-AR-10002280;Office Supplies;Art;Staples;15,528;3;0,2;4,85;TRUE
1917;5;Standard Class;AS-10630;Ann Steele;Home Office;United States;Boynton Beach;Florida;33437;South;OFF-LA-10001569;Office Supplies;Labels;Avery 499;11,952;3;0,2;3,88;TRUE
1918;6;Standard Class;HA-14905;Helen Abelman;Consumer;United States;Franklin;Massachusetts;2038;East;OFF-AR-10001573;Office Supplies;Art;American Pencil;11,65;5;0;3,38;TRUE
1919;2;Second Class;CH-12070;Cathy Hwang;Home Office;United States;Detroit;Michigan;48227;Central;TEC-PH-10001809;Technology;Phones;Panasonic KX T7736-B Digital phone;299,9;2;0;74,98;TRUE
1920;2;First Class;EH-13765;Edward Hooks;Corporate;United States;Watertown;New York;13601;East;OFF-BI-10003091;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine;895,92;5;0,2;302,37;TRUE
1921;2;First Class;EH-13765;Edward Hooks;Corporate;United States;Watertown;New York;13601;East;FUR-CH-10003981;Furniture;Chairs;Global Commerce Series Low-Back Swivel/Tilt Chairs;462,564;2;0,1;97,65;TRUE
1922;6;Standard Class;MZ-17515;Mary Zewe;Corporate;United States;Reading;Pennsylvania;19601;East;OFF-ST-10002562;Office Supplies;Storage;Staples;15,008;2;0,2;1,5;TRUE
1923;2;Second Class;SC-20230;Scot Coram;Corporate;United States;Arlington;Texas;76017;Central;TEC-PH-10004345;Technology;Phones;Cisco SPA 502G IP Phone;863,64;9;0,2;107,96;TRUE
1924;2;Second Class;SC-20230;Scot Coram;Corporate;United States;Arlington;Texas;76017;Central;OFF-AR-10000588;Office Supplies;Art;Newell 345;47,616;3;0,2;3,57;TRUE
1925;2;Second Class;NP-18325;Naresj Patel;Consumer;United States;San Diego;California;92024;West;OFF-PA-10003039;Office Supplies;Paper;Xerox 1960;92,94;3;0;41,82;TRUE
1926;4;Standard Class;LW-16990;Lindsay Williams;Corporate;United States;San Francisco;California;94110;West;TEC-AC-10001908;Technology;Accessories;Logitech Wireless Headset h800;199,98;2;0;69,99;TRUE
1927;6;Standard Class;GM-14680;Greg Matthias;Consumer;United States;Los Angeles;California;90045;West;TEC-PH-10001198;Technology;Phones;Avaya 4621SW VoIP phone;177,48;3;0,2;19,97;TRUE
1928;3;First Class;RH-19495;Rick Hansen;Consumer;United States;Denver;Colorado;80219;West;OFF-PA-10004071;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;88,768;2;0,2;31,07;TRUE
1929;2;Second Class;VM-21685;Valerie Mitchum;Home Office;United States;Seattle;Washington;98105;West;OFF-PA-10001972;Office Supplies;Paper;Xerox 214;6,48;1;0;3,11;TRUE
1930;2;Second Class;VM-21685;Valerie Mitchum;Home Office;United States;Seattle;Washington;98105;West;OFF-ST-10004180;Office Supplies;Storage;Safco Commercial Shelving;46,51;1;0;1,86;TRUE
1931;2;Second Class;VM-21685;Valerie Mitchum;Home Office;United States;Seattle;Washington;98105;West;TEC-PH-10004165;Technology;Phones;Mitel MiVoice 5330e IP Phone;659,976;3;0,2;49,5;TRUE
1932;2;Second Class;CC-12670;Craig Carreira;Consumer;United States;Scottsdale;Arizona;85254;West;TEC-PH-10002483;Technology;Phones;Motorola Moto X;271,992;1;0,2;23,8;TRUE
1933;4;Second Class;SV-20365;Seth Vernon;Consumer;United States;Lafayette;Louisiana;70506;South;FUR-BO-10000468;Furniture;Bookcases;O'Sullivan 2-Shelf Heavy-Duty Bookcases;145,74;3;0;23,32;TRUE
1934;4;Second Class;SV-20365;Seth Vernon;Consumer;United States;Lafayette;Louisiana;70506;South;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;15,4;5;0;7,39;TRUE
1935;6;Standard Class;LW-16990;Lindsay Williams;Corporate;United States;San Francisco;California;94109;West;OFF-PA-10003129;Office Supplies;Paper;Tops White Computer Printout Paper;244,55;5;0;114,94;TRUE
1936;6;Standard Class;LW-16990;Lindsay Williams;Corporate;United States;San Francisco;California;94109;West;TEC-AC-10001284;Technology;Accessories;Enermax Briskie RF Wireless Keyboard and Mouse Combo;166,16;8;0;59,82;TRUE
